ENST00000377834.4	HES2	1	4	6478932	6479880	0.067046655	0.733221261	0.199732084
ENST00000377828.1	ESPN	1	13	6485015	6520206	0.002553841	0.982377837	0.015068321
ENST00000377782.3	TNFRSF25	1	10	6521493	6526167	0.448738853	0.54995246	0.001308687
ENST00000537245.1	PLEKHG5	1	22	6527622	6557091	4.03E-05	0.999542448	0.00041727
ENST00000377705.5	NOL9	1	12	6585913	6614562	0.00447024	0.994124917	0.001404843
ENST00000333172.6	TAS1R1	1	6	6615433	6639644	7.91E-09	0.269820279	0.730179713
ENST00000377674.4	ZBTB48	1	10	6640669	6649272	0.680198376	0.319762726	3.89E-05
ENST00000377658.4	KLHL21	1	4	6653424	6662877	0.001077352	0.828910193	0.170012455
ENST00000377648.4	PHF13	1	4	6674126	6681697	0.931111283	0.068541581	0.000347136
ENST00000054650.4	THAP3	1	5	6685278	6693137	0.001484225	0.675884849	0.322630926
ENST00000377577.5	DNAJC11	1	16	6695734	6761860	0.99997079	2.92E-05	1.93E-12
ENST00000303635.7	CAMTA1	1	23	6845590	7826551	0.999999955	4.46E-08	5.40E-20
ENST00000054666.6	VAMP3	1	5	7831443	7839705	0.054263067	0.864052437	0.081684495
ENST00000361923.2	PER3	1	21	7844937	7902815	2.19E-10	0.99157171	0.008428289
ENST00000054668.5	UTS2	1	5	7907825	7913491	0.151041459	0.777233582	0.071724959
ENST00000377507.3	TNFRSF9	1	7	7980894	8000054	0.253050501	0.740795163	0.006154336
ENST00000493678.1	PARK7	1	6	8022845	8045114	0.903949397	0.095243379	0.000807223
ENST00000377482.5	ERRFI1	1	3	8073269	8075679	0.046551582	0.928881632	0.024566785
ENST00000471889.1	SLC45A1	1	8	8384389	8404073	0.045189256	0.95369147	0.001119274
ENST00000337907.3	RERE	1	22	8415146	8716356	0.999995655	4.34E-06	1.54E-16
ENST00000234590.4	ENO1	1	11	8921418	8934967	0.010373413	0.979738802	0.009887785
ENST00000377436.3	CA6	1	8	9005945	9034503	0.008023621	0.929774522	0.062201857
ENST00000400906.1	SLC2A7	1	12	9063358	9086404	2.99E-17	0.000633282	0.999366718
ENST00000377424.4	SLC2A5	1	12	9097644	9129595	5.68E-05	0.886434588	0.113508639
ENST00000377411.4	GPR157	1	4	9164477	9189086	2.63E-05	0.317175265	0.682798386
ENST00000377403.2	H6PD	1	4	9304993	9324928	0.000111404	0.948978715	0.05090988
ENST00000328089.6	SPSB1	1	2	9415950	9427634	0.709596082	0.287008098	0.003395819
ENST00000302692.6	SLC25A33	1	7	9599750	9642559	0.451158319	0.542629964	0.006211717
ENST00000340381.6	TMEM201	1	11	9648988	9673141	0.841903867	0.157480402	0.000615731
ENST00000377320.3	C1orf200	1	2	9713836	9714494	0.054923005	0.704107416	0.240969579
ENST00000377346.4	PIK3CD	1	22	9770513	9787104	0.999984295	1.57E-05	8.63E-14
ENST00000377298.4	CLSTN1	1	19	9790565	9883791	0.84421445	0.155785347	2.03E-07
ENST00000377263.1	CTNNBIP1	1	3	9910775	9932122	0.02298674	0.767158228	0.209855032
ENST00000377223.1	LZIC	1	6	9990456	9996677	0.001979247	0.735667359	0.262353393
ENST00000377205.1	NMNAT1	1	4	10032131	10042759	0.225291939	0.738984468	0.035723594
ENST00000294435.7	RBP7	1	4	10057316	10075890	0.408810206	0.553992825	0.037196969
ENST00000343090.6	UBE4B	1	28	10093728	10240014	0.999987414	1.26E-05	4.17E-16
ENST00000263934.6	KIF1B	1	46	10292386	10436645	1	4.11E-11	1.80E-29
ENST00000270776.8	PGD	1	13	10459174	10479806	0.968660462	0.031337542	2.00E-06
ENST00000400900.2	APITD1-CORT	1	5	10490574	10511652	0.008520901	0.797466432	0.194012667
ENST00000602787.1	APITD1	1	5	10490574	10511652	0.008520901	0.797466432	0.194012667
ENST00000377049.3	CORT	1	2	10510280	10511652	0.009837791	0.600032444	0.390129765
ENST00000377038.3	DFFA	1	6	10521546	10532515	0.000218371	0.740902212	0.258879418
ENST00000356607.4	PEX14	1	9	10535023	10690044	0.634568378	0.365138189	0.000293434
ENST00000377022.3	CASZ1	1	18	10698998	10753946	0.999938476	6.15E-05	4.86E-13
ENST00000377004.4	C1orf127	1	12	11007719	11042094	1.33E-05	0.955388217	0.044598438
ENST00000240185.3	TARDBP	1	5	11073784	11082711	0.980707837	0.0192775	1.47E-05
ENST00000400897.3	MASP2	1	11	11086941	11107264	1.58E-14	0.00685742	0.99314258
ENST00000376957.2	SRM	1	8	11114921	11120000	0.869848472	0.129784742	0.000366786
ENST00000376936.4	EXOSC10	1	25	11126774	11159888	1.66E-07	0.999923522	7.63E-05
ENST00000361445.4	MTOR	1	57	11167541	11319466	1	3.24E-13	2.27E-37
ENST00000376819.3	ANGPTL7	1	5	11249636	11255080	8.44E-09	0.08290774	0.917092251
ENST00000376810.5	UBIAD1	1	2	11333588	11346188	0.568905634	0.419348701	0.011745664
ENST00000294484.6	PTCHD2	1	20	11561049	11596743	4.17E-05	0.999942049	1.63E-05
ENST00000354287.4	FBXO2	1	6	11708750	11714397	0.273382986	0.702682642	0.023934372
ENST00000376770.1	FBXO44	1	5	11715892	11721330	3.60E-05	0.593385345	0.406578697
ENST00000376753.4	FBXO6	1	5	11728715	11733908	0.000485731	0.875989884	0.123524385
ENST00000235310.3	MAD2L2	1	8	11734831	11740658	0.202505866	0.787653807	0.009840326
ENST00000294485.5	DRAXIN	1	6	11766315	11779753	6.64E-10	0.036425843	0.963574156
ENST00000314340.5	AGTRAP	1	5	11796265	11810249	0.041663403	0.845207744	0.113128852
ENST00000433342.1	C1orf167	1	21	11821843	11849503	0.155526802	0.635964349	0.208508849
ENST00000376592.1	MTHFR	1	11	11850736	11863173	2.46E-07	0.900732806	0.099266949
ENST00000346436.6	CLCN6	1	23	11866319	11900280	0.163974191	0.836024751	1.06E-06
ENST00000376480.3	NPPA	1	3	11906065	11907741	0.016931635	0.711820304	0.271248061
ENST00000376468.3	NPPB	1	3	11917711	11918890	0.00038006	0.392500235	0.607119704
ENST00000196061.4	PLOD1	1	19	11994836	12034865	2.70E-07	0.995480792	0.004518938
ENST00000235329.5	MFN2	1	17	12049225	12071622	0.999816094	0.000183906	3.46E-11
ENST00000235332.4	MIIP	1	9	12081783	12091865	1.96E-15	0.002005546	0.997994454
ENST00000263932.2	TNFRSF8	1	15	12123655	12202588	0.845965387	0.154029813	4.80E-06
ENST00000376259.3	TNFRSF1B	1	10	12227148	12267077	0.778880984	0.220801678	0.000317338
ENST00000358136.3	VPS13D	1	69	12294323	12569078	0.999992132	7.87E-06	2.95E-33
ENST00000376223.2	DHRS3	1	6	12628368	12677353	0.661359704	0.333234969	0.005405327
ENST00000376221.1	AADACL4	1	4	12704565	12726746	0.000547686	0.700937101	0.298515212
ENST00000359318.5	AADACL3	1	3	12779479	12785963	0.000156334	0.434956525	0.564887141
ENST00000288048.5	C1orf158	1	4	12806378	12820884	1.57E-08	0.032907179	0.967092805
ENST00000357726.4	PRAMEF12	1	3	12835010	12837742	3.90E-06	0.36946408	0.630532023
ENST00000332296.7	PRAMEF1	1	3	12853376	12856145	0.098105164	0.866728022	0.035166815
ENST00000535591.1	PRAMEF11	1	3	12884799	12888523	0.285437975	0.692826458	0.021735567
ENST00000317869.6	HNRNPCL1	1	1	12907260	12908142	0.010723266	0.83381445	0.155462284
ENST00000240189.2	PRAMEF2	1	3	12918864	12921634	0.00056761	0.708417519	0.291014871
ENST00000235349.5	PRAMEF4	1	3	12939364	12943215	0.074609525	0.872447591	0.052942885
ENST00000235347.4	PRAMEF10	1	3	12952746	12955678	0.875594719	0.122834937	0.001570344
ENST00000361079.2	PRAMEF7	1	3	12977512	12980233	0.176862963	0.64423174	0.178905297
ENST00000376189.1	PRAMEF6	1	3	12998504	13002348	0.691325858	0.290700297	0.017973845
ENST00000376187.1	PRAMEF22	1	3	13035542	13038381	0.617146896	0.349677012	0.033176091
ENST00000376132.3	PRAMEF13	1	3	13448049	13450836	0.529422081	0.409745837	0.060832082
ENST00000334600.6	PRAMEF14	1	3	13668904	13671691	0.559641613	0.390422322	0.049936066
ENST00000540591.1	PRAMEF19	1	3	13695524	13698358	0.583094142	0.374397129	0.042508729
ENST00000376098.4	PRAMEF17	1	3	13716117	13718962	0.790929576	0.202899905	0.006170519
ENST00000294489.6	PDPN	1	6	13910300	13942406	0.000983708	0.813788362	0.18522793
ENST00000235372.7	PRDM2	1	8	14042100	14143042	0.995040619	0.004959381	1.78E-10
ENST00000376030.2	KAZN	1	15	14925493	15441131	0.144589791	0.855248608	0.000161601
ENST00000428417.1	TMEM51	1	2	15541583	15546239	0.870759443	0.127507001	0.001733556
ENST00000375980.4	EFHD2	1	4	15736467	15755220	0.378995544	0.575502976	0.04550148
ENST00000375949.4	CTRC	1	8	15764960	15773084	5.22E-06	0.4231791	0.57681568
ENST00000359621.4	CELA2A	1	8	15783248	15798502	1.98E-06	0.451643215	0.5483548
ENST00000375910.3	CELA2B	1	8	15802620	15817807	0.000617209	0.904661969	0.094720822
ENST00000333868.5	CASP9	1	9	15819437	15850695	0.003193956	0.947362467	0.049443578
ENST00000375847.3	DNAJC16	1	14	15855600	15894672	3.79E-05	0.999507165	0.000454907
ENST00000375826.3	AGMAT	1	7	15900145	15911462	0.003672625	0.844985585	0.15134179
ENST00000480945.1	DDI2	1	9	15944165	15983128	0.941088127	0.058902196	9.68E-06
ENST00000345034.1	RSC1A1	1	1	15986363	15988217	1.46E-08	0.059949649	0.940050336
ENST00000375799.3	PLEKHM2	1	20	16011053	16060429	0.005065575	0.994696542	0.000237884
ENST00000294454.5	SLC25A34	1	5	16062980	16065901	0.000948153	0.807452481	0.191599367
ENST00000375782.1	TMEM82	1	6	16069054	16074127	1.23E-05	0.375890713	0.624096989
ENST00000441801.2	FBLIM1	1	5	16091478	16101526	0.00078906	0.928321057	0.070889883
ENST00000375759.3	SPEN	1	15	16174562	16265922	1	3.70E-14	1.69E-35
ENST00000375743.4	ZBTB17	1	14	16268463	16274990	0.998165365	0.001834626	9.40E-09
ENST00000329454.2	C1orf64	1	2	16330798	16332841	0.010559209	0.615082732	0.374358058
ENST00000311890.9	HSPB7	1	3	16342074	16344458	0.013149237	0.661122194	0.325728569
ENST00000331433.4	CLCNKA	1	19	16349114	16360153	2.75E-14	0.066198306	0.933801694
ENST00000375679.4	CLCNKB	1	19	16370987	16383411	7.81E-12	0.411913168	0.588086832
ENST00000375662.4	FAM131C	1	7	16384931	16399937	0.276924373	0.699812583	0.023263044
ENST00000358432.5	EPHA2	1	17	16451709	16482427	0.738294173	0.261704958	8.69E-07
ENST00000270747.3	ARHGEF19	1	15	16525081	16535549	7.64E-09	0.885084394	0.114915598
ENST00000375599.3	RSG1	1	5	16558542	16563237	1.08E-06	0.104062183	0.895936735
ENST00000375592.3	FBXO42	1	9	16577164	16641913	0.975946027	0.024053763	2.10E-07
ENST00000401088.4	SZRD1	1	4	16693752	16721635	0.719865991	0.266420427	0.013713582
ENST00000335496.1	SPATA21	1	11	16725259	16757866	3.58E-06	0.80562569	0.194370725
ENST00000443980.2	NECAP2	1	7	16767256	16785491	6.87E-05	0.73206298	0.267868353
ENST00000375541.5	CROCC	1	37	17248513	17298941	4.71E-20	0.643040868	0.356959132
ENST00000375535.3	MFAP2	1	8	17301414	17304768	0.000124328	0.621321007	0.378554665
ENST00000326735.8	ATP13A2	1	29	17312715	17338233	0.001204951	0.998791883	3.17E-06
ENST00000375499.3	SDHB	1	8	17345375	17380514	0.050102772	0.945230053	0.004667175
ENST00000375486.4	PADI2	1	16	17395538	17445866	0.000124031	0.997856841	0.002019128
ENST00000375471.4	PADI1	1	16	17531712	17570738	5.27E-11	0.201148237	0.798851763
ENST00000375460.3	PADI3	1	16	17575632	17609574	4.69E-10	0.348282168	0.651717832
ENST00000375448.4	PADI4	1	16	17634717	17690250	1.30E-09	0.547876116	0.452123883
ENST00000375436.4	RCC2	1	12	17735585	17765010	0.787633127	0.212355246	1.16E-05
ENST00000361221.3	ARHGEF10L	1	28	17907090	18023875	0.038306294	0.961693215	4.91E-07
ENST00000375406.1	ACTL8	1	2	18149503	18153014	0.077144246	0.872399351	0.050456403
ENST00000251296.1	IGSF21	1	10	18434622	18704820	0.547298803	0.452090628	0.000610569
ENST00000400664.1	KLHDC7A	1	1	18807475	18809809	2.58E-10	0.040153363	0.959846636
ENST00000375375.3	PAX7	1	8	18958097	19062533	0.6298293	0.369864652	0.000306048
ENST00000375371.3	TAS1R2	1	6	19166092	19186154	6.18E-13	0.015937785	0.984062215
ENST00000375341.3	ALDH4A1	1	15	19199338	19229017	0.000434044	0.99152781	0.008038146
ENST00000455833.2	IFFO2	1	9	19235054	19282826	0.382583916	0.573000165	0.044415918
ENST00000375254.3	UBR4	1	106	19401325	19536742	1	2.43E-23	4.94E-62
ENST00000477853.1	EMC1	1	23	19545796	19578003	6.04E-14	0.93520674	0.06479326
ENST00000330263.4	MRTO4	1	8	19578329	19585324	0.86997792	0.129656256	0.000365824
ENST00000420396.2	AKR7L	1	4	19593793	19597306	0.004382442	0.668108808	0.32750875
ENST00000361640.4	AKR7A3	1	7	19609224	19615203	6.14E-10	0.034792274	0.965207725
ENST00000235835.3	AKR7A2	1	7	19630718	19638618	3.56E-06	0.353766595	0.646229846
ENST00000375153.3	PQLC2	1	7	19644171	19655137	0.000146809	0.864831956	0.135021235
ENST00000375142.1	CAPZB	1	9	19669255	19811932	0.592160351	0.405768733	0.002070916
ENST00000322753.6	MINOS1	1	4	19923539	19952895	0.348880395	0.595441544	0.055678061
ENST00000289749.2	NBL1	1	4	19969805	19983622	0.108864873	0.776589166	0.114545962
ENST00000602662.1	MINOS1-NBL1	1	3	19981523	19983622	0.068107983	0.735277191	0.196614826
ENST00000289753.1	HTR6	1	3	19992246	20005861	0.001067254	0.604391445	0.394541301
ENST00000294543.6	TMCO4	1	13	20009532	20107251	9.98E-13	0.143020534	0.856979466
ENST00000375121.2	RNF186	1	1	20140910	20141594	0.015478324	0.694222283	0.290299393
ENST00000375120.3	OTUD3	1	8	20209006	20234239	2.63E-05	0.762179781	0.237793965
ENST00000375116.3	PLA2G2E	1	4	20246799	20250052	0.000343166	0.374130935	0.625525899
ENST00000375111.3	PLA2G2A	1	4	20302193	20305266	0.398124558	0.561882538	0.039992904
ENST00000375108.3	PLA2G5	1	4	20411323	20417185	0.000190275	0.474147037	0.525662688
ENST00000375105.3	PLA2G2D	1	4	20440606	20445991	0.000177683	0.460287324	0.539534993
ENST00000375102.3	PLA2G2F	1	5	20465920	20474894	2.10E-06	0.150458918	0.849538983
ENST00000429261.2	PLA2G2C	1	4	20490483	20503856	0.000569563	0.470707141	0.528723296
ENST00000375099.3	UBXN10	1	1	20517054	20517897	0.000293935	0.566121715	0.43358435
ENST00000375078.3	CAMK2N1	1	2	20810141	20811872	0.138563182	0.62527489	0.236161928
ENST00000264198.3	MUL1	1	4	20827182	20834517	3.49E-06	0.350442134	0.649554376
ENST00000375071.3	CDA	1	4	20915622	20945061	0.787227682	0.206303216	0.006469102
ENST00000321556.4	PINK1	1	8	20960041	20977184	4.08E-07	0.587542005	0.412457586
ENST00000375048.3	DDOST	1	11	20978871	20987894	0.134980574	0.860596218	0.004423208
ENST00000247986.2	KIF17	1	15	20991076	21044199	3.34E-13	0.144517332	0.855482668
ENST00000444387.2	SH2D5	1	9	21048284	21054537	0.002653616	0.934879568	0.062466816
ENST00000312239.5	HP1BP3	1	12	21071289	21106933	0.991643468	0.008356151	3.81E-07
ENST00000602326.1	EIF4G3	1	31	21133811	21329235	0.999999907	9.35E-08	1.34E-20
ENST00000374893.6	ECE1	1	19	21546447	21616907	0.999768646	0.000231354	6.05E-11
ENST00000318249.5	NBPF3	1	14	21771579	21809879	1.98E-11	0.378787942	0.621212058
ENST00000374840.3	ALPL	1	11	21880574	21904141	0.001106496	0.988603965	0.010289539
ENST00000290101.4	RAP1GAP	1	24	21924212	21978315	0.974156915	0.025843034	5.07E-08
ENST00000308271.9	USP48	1	27	22005909	22109450	0.999997429	2.57E-06	2.13E-16
ENST00000344642.2	LDLRAD2	1	5	22138944	22148708	0.000195123	0.479290574	0.520514303
ENST00000374695.3	HSPG2	1	97	22149808	22263710	6.95E-06	0.999993053	3.92E-23
ENST00000337107.6	CELA3B	1	8	22303532	22315772	2.12E-10	0.035783176	0.964216824
ENST00000290122.3	CELA3A	1	8	22328167	22338960	9.82E-08	0.312809271	0.68719063
ENST00000344548.3	CDC42	1	5	22404971	22418010	0.656574472	0.337780293	0.005645235
ENST00000290167.6	WNT4	1	5	22446542	22469415	0.153837856	0.829593396	0.016568748
ENST00000404138.1	ZBTB40	1	17	22816441	22852889	1.21E-05	0.999514312	0.000473567
ENST00000166244.3	EPHA8	1	17	22890128	22928234	1.14E-08	0.983030391	0.016969598
ENST00000374642.3	C1QA	1	2	22964109	22965900	0.049789979	0.859076868	0.091133153
ENST00000374639.3	C1QC	1	2	22970516	22974276	0.017381903	0.716867304	0.265750793
ENST00000314933.6	C1QB	1	2	22985949	22987879	0.085881049	0.760911037	0.153207914
ENST00000374632.3	EPHB2	1	16	23037475	23240063	0.999948635	5.14E-05	7.64E-12
ENST00000400181.4	KDM1A	1	21	23346089	23409857	0.991027965	0.008972035	7.60E-10
ENST00000302291.4	LUZP1	1	2	23415387	23420754	0.287846256	0.712115254	3.85E-05
ENST00000374619.1	HTR1D	1	1	23519578	23520712	0.813006425	0.182416617	0.004576958
ENST00000374616.3	HNRNPR	1	10	23636946	23667501	0.999079074	0.000920917	8.66E-09
ENST00000314011.4	ZNF436	1	3	23688461	23694498	0.304488387	0.691521547	0.003990066
ENST00000335648.3	C1orf213	1	1	23695790	23696171	0.000260771	0.327728016	0.672011213
ENST00000450454.2	TCEA3	1	11	23707958	23751126	0.000965886	0.943824235	0.055209879
ENST00000336689.3	ASAP3	1	25	23756348	23810626	2.36E-10	0.992406373	0.007593627
ENST00000361729.2	E2F2	1	7	23836371	23857285	0.914702778	0.085174896	0.000122325
ENST00000374561.5	ID3	1	2	23885450	23885917	0.688794338	0.292815042	0.01839062
ENST00000374555.3	MDS2	1	4	23956044	23967039	0.042965573	0.662011892	0.295022535
ENST00000374550.3	RPL11	1	6	24018313	24022863	0.725843321	0.271290852	0.002865827
ENST00000418390.2	TCEB3	1	11	24069915	24086063	0.999991942	8.06E-06	8.39E-14
ENST00000246151.4	PITHD1	1	6	24105005	24113866	0.102416723	0.864709706	0.032873571
ENST00000374514.3	LYPLA2	1	9	24119172	24121222	0.979519145	0.020463866	1.70E-05
ENST00000374497.3	GALE	1	10	24122438	24125497	3.27E-08	0.176125764	0.823874203
ENST00000374490.3	HMGCL	1	9	24128952	24151905	0.002562529	0.932213321	0.06522415
ENST00000374479.3	FUCA1	1	8	24172204	24194776	3.39E-08	0.320516513	0.679483454
ENST00000536471.1	CNR2	1	1	24201024	24202107	0.000110726	0.370934491	0.628954783
ENST00000374434.3	MYOM3	1	36	24383853	24435126	9.28E-28	0.010284505	0.989715495
ENST00000270800.1	IL22RA1	1	7	24447294	24469572	0.064400851	0.932450632	0.003148517
ENST00000327535.1	IFNLR1	1	7	24483619	24513738	0.308615222	0.687525952	0.003858827
ENST00000350501.5	GRHL3	1	16	24646041	24690861	0.995583958	0.004415962	8.02E-08
ENST00000374409.1	STPG1	1	8	24685032	24727878	0.000106434	0.814658749	0.185234817
ENST00000374399.4	NIPAL3	1	11	24746037	24795675	0.000454712	0.964781376	0.034763912
ENST00000374395.4	RCAN3	1	4	24840862	24861767	0.003206422	0.823874218	0.17291936
ENST00000374392.2	NCMAP	1	3	24921921	24932238	0.067267034	0.733653909	0.199079057
ENST00000323848.9	SRRM1	1	17	24969817	24998777	0.999999022	9.78E-07	2.02E-17
ENST00000374379.4	CLIC4	1	6	25072044	25167428	0.009462004	0.81469787	0.175840126
ENST00000399916.1	RUNX3	1	6	25228612	25291062	0.673967692	0.325030542	0.001001766
ENST00000236273.4	SYF2	1	7	25549756	25558958	0.037927097	0.929085544	0.032987359
ENST00000243189.7	C1orf63	1	4	25569079	25573454	2.72E-08	0.159495367	0.840504605
ENST00000328664.4	RHD	1	10	25599038	25655415	0.0060601	0.97290792	0.021031981
ENST00000374358.4	TMEM50A	1	6	25666977	25687196	0.333486481	0.651545319	0.0149682
ENST00000294413.7	RHCE	1	10	25689017	25747277	0.861454126	0.138457773	8.81E-05
ENST00000374343.4	TMEM57	1	11	25757589	25824957	0.992504411	0.00749553	5.91E-08
ENST00000374338.4	LDLRAP1	1	9	25870189	25893483	2.90E-05	0.546687281	0.453283711
ENST00000374332.4	MAN1C1	1	12	25944288	26110280	0.04904804	0.950752127	0.000199832
ENST00000361547.2	SEPN1	1	13	26126721	26142209	1.08E-07	0.541398897	0.458600994
ENST00000374301.3	MTFR1L	1	6	26149595	26158517	0.431750878	0.561071437	0.007177685
